"","2.5%","25%","50%","75%","97.5%"
"BlackFluff",-19.6606001777362,-11.9494797131776,-8.51402727745345,-6.13780804808388,-2.68857717662321
"DenseFeathers",-3.05938840529806,-0.958463582765187,0.0649278268485141,1.06593966205608,2.90215244806347
"Leg",-3.22911845668668,-1.04901313458901,-0.0300551514159939,0.994198990405414,2.73183922105526
"LongFeathers",-5.28181054443569,-3.22769758282867,-2.12822178445542,-1.12718262430209,0.806598217196719
"LowerEyeSpots",1.64751463792797,3.0616539762321,3.88769108279973,4.61318269342624,6.08835099941057
"LowerFishtails",2.89747271116724,4.28013618363066,5.07392909382707,5.87683767121629,7.21290676012146
"UpperEyeSpots",-3.05015612776456,-1.30129487684466,-0.483820423680779,0.339728742423207,1.92320415506384
"UpperFishtails",-1.68829884519789,-0.264767537647036,0.593918639881498,1.48715215651264,3.43287070634421
"WhitePuff",-2.98007605354432,-0.973362914156826,0.0469813951862852,1.03642426625422,2.86603144007462
"Wing",-0.032091482357618,1.5941440914142,2.39843717219975,3.23522000969078,4.7627845722857
"Mean",-10.7142220142741,-8.65105683025439,-7.51844088813556,-6.43441452031972,-4.42021974724019
"female std",2.56946247241743,3.26557205186749,3.55039193832248,3.79024664693107,3.97657417133267
"male std",1.46263371690383,2.55611906603932,3.08446263822535,3.56085388027093,3.95370578909049
"disp std",2.73186254836598,3.20429943156818,3.4661341668914,3.68506372687802,3.96413471819504
