"","2.5%","25%","50%","75%","97.5%"
"BlackFluff",-11.1395756672093,0.290472118076673,6.17876391020834,12.1852265556095,23.2555831334668
"DenseFeathers",-6.07231930832848,-3.0052558611119,-1.51733162644976,-0.159432004146542,2.84331777773749
"Leg",-5.95207998489275,-3.04625353658373,-1.46375223988975,0.00387072770191765,3.13646803069186
"LongFeathers",-7.43442827292982,-4.58639402749073,-2.94280747771136,-1.44550743372409,0.887295673928723
"LowerEyeSpots",-1.8244442170684,0.164253663894624,1.36134353086591,2.66830135407241,5.00632028257831
"LowerFishtails",-1.18903394369942,1.0716689561734,2.16112206171237,3.29513440477494,5.38190879106524
"UpperEyeSpots",-7.46481977840077,-4.46406409625184,-3.20689198056905,-1.82946632494905,0.674307018314294
"UpperFishtails",-6.75055051512434,-3.95326292651819,-2.4716018291181,-1.22311977380346,1.17867837504493
"WhitePuff",-2.78214529974014,-0.511130563612769,0.7557919852276,2.02677534956595,4.45235648482511
"Wing",-2.0616383691332,0.20625520133901,1.44625765728296,2.82386288564157,5.07970386708499
"Mean",-9.62032257594609,-7.49006257943669,-6.27726038139754,-5.08115812992744,-2.52555013674981
"female std",1.49638236644407,2.67597115862743,3.20055832423792,3.59230630431755,3.96691748054561
"male std",0.128676406921353,1.19260149605897,2.15868184076191,3.04366325381931,3.89916690131571
"disp std",2.92845258203519,3.50761877452141,3.7132503028713,3.87013804576892,3.98304047877489
