"","2.5%","25%","50%","75%","97.5%"
"Body",0.876127301880115,2.04178846667233,2.60176314227995,3.18515260357942,4.39783498712518
"DenseFeathers",-0.115253753204899,0.933285422079617,1.50255597446527,2.11083201943403,3.19854687154419
"HeadCrest",-4.70817310812461,-2.81445017262331,-1.96814102556661,-1.14693583442955,0.231686752317404
"Leg",0.347316217910816,1.44117917773236,2.03328974465457,2.56845434690029,3.73613545574168
"LowerEyeSpots",-0.0714310914436539,1.10359963076356,1.67398328714612,2.27842382501535,3.36312707017954
"LowerFishtail",-0.119045834194205,1.02146097416976,1.52018656429967,2.08998141686531,3.34568789154052
"Scales",-4.20024755054811,-2.64452730484935,-1.96967383175111,-1.22995618589955,0.051222649711912
"UpperEyeSpots",-3.31832623136315,-2.20334642237555,-1.6260362504722,-1.07372915765274,0.119072109923741
"UpperFishtail",-5.61930736711111,-4.36803885004014,-3.77904919274091,-3.16877585709686,-1.88129630224348
"Mean",-3.22246859548113,-2.24649456428477,-1.88702713754971,-1.57627311457069,-0.573957009521753
"male std",0.0214099299026857,0.284865027432064,0.629132847143662,1.13931000105714,3.21233708951454
"disp std",1.93282665414732,2.26690660337635,2.47103200520612,2.73305673945087,3.29371892524496
