"","2.5%","25%","50%","75%","97.5%"
"BrownTail",-1.50786942198749,-0.514694217195642,-0.0228047924009589,0.436005793841426,1.32661830780558
"BrownWingBrownBody",-0.381707965824198,0.512093019851585,0.980430171766865,1.43704133247659,2.41136210219561
"GreenNeck",-2.0750511771904,-1.13703949861664,-0.562512179506972,-0.0729495953397564,0.93575802274962
"HeadCrest",-2.10280474248712,-1.12907363521875,-0.617641706995732,-0.00364040513861186,0.995297523622358
"Leg",-1.47053496746179,-0.550527036650254,-0.0642236550423007,0.432301905623355,1.39844137209288
"WhiteChest",-1.19306726667265,-0.213296917533132,0.272734566802506,0.722894751792014,1.79291604746692
"Mean",-3.55571490246867,-2.47785516986975,-2.07971615246491,-1.68734484025362,-0.502771665589846
"female std",0.0444713197811491,0.357407243742158,0.655557060023904,1.05405976740568,2.14015054925616
"male std",0.0254990817247129,0.257321467615509,0.525764100878142,1.09441267777284,2.96310987168992
"disp std",1.64608821149745,1.95431387764857,2.15638660791978,2.42912554818341,3.01346367936077
