"","2.5%","25%","50%","75%","97.5%"
"Body",0.898120760098437,1.41411043199256,1.70343474171529,1.97886488582224,2.53369393641643
"DenseFeathers",0.706633698864043,1.28998649163881,1.59343508086665,1.87453024948644,2.445270868822
"HeadCrest",-0.547190617680736,0.0655957211637296,0.421264579949901,0.754864623956201,1.40620216166069
"Leg",0.372800941104381,0.922196838489923,1.22390674742927,1.55023613390961,2.07026253225566
"LowerEyeSpots",0.216753585196037,0.712560417616896,1.04605387486955,1.33326438417817,1.93943843269121
"LowerFishtail",0.277713510432022,0.817114971801241,1.13529165959583,1.41306979917392,1.88800314651318
"Scales",-2.07195128656628,-1.3997603201245,-1.07268768883976,-0.730767359918831,-0.126804149819389
"UpperEyeSpots",-3.11284035448872,-2.57727364297335,-2.26181338118837,-1.98535224240764,-1.38321807789082
"UpperFishtail",-4.65753994440939,-4.04916008413383,-3.72920622209204,-3.41968603996933,-2.84300873963307
"Mean",-2.43063852150023,-1.79825730473353,-1.58410077595395,-1.37857958067164,-0.918837551235879
"female std",0.0239727397943822,0.155053472982318,0.303202023850487,0.491601981342673,1.00597316775493
"male std",0.0231824473856406,0.2713264081999,0.504201093745011,0.77355307374035,1.6608989348054
"disp std",1.70194589115814,1.86468383389481,1.96793607914877,2.07332867225157,2.29900927039531
