"","2.5%","25%","50%","75%","97.5%"
"BlackFluff",-16.7232009234385,-9.31272744295951,-6.42561908442199,-3.9957704458779,0.122414653851
"DenseFeathers",-4.00955532434161,-1.33530925862919,0.0123073255977051,1.32238787289036,3.87771714240109
"Leg",-4.52954144585236,-1.58456038356679,-0.0888615168935534,1.24855578880865,3.43827589721325
"LongFeathers",-5.86273257190224,-3.10885310466876,-1.66308911781756,-0.294019338358707,2.13597327559261
"LowerEyeSpots",-0.0782461195811099,1.88483783634122,2.90811827564814,3.88587640890041,6.04528080994907
"LowerFishtails",0.305230590672658,2.60362938167411,3.50345526134124,4.70900480156656,6.40075779935862
"UpperEyeSpots",-5.28579069689828,-2.81669246996962,-1.72418562909562,-0.615397390499735,1.33780047150301
"UpperFishtails",-4.66692660518296,-2.06219566827679,-0.893419491901123,0.303171057840766,2.30508893558733
"WhitePuff",-1.34856596262642,1.0477205429892,2.26262227623432,3.38539115102462,5.60816658770313
"Wing",-0.0867873353718463,1.82524020639367,2.98233393099574,4.05640893142273,6.11653185626809
"Mean",-10.4398121644399,-8.62559124659097,-7.50366854442397,-6.24273078011919,-3.94411176666492
"female std",1.63255610384339,2.60254893673163,3.19382020295437,3.62127208145649,3.96291756252103
"male std",0.141726452835752,1.397467442828,2.42501896500236,3.26101733656794,3.92538229140237
"disp std",2.96018955125339,3.46241189142986,3.6782426369657,3.85975643424352,3.98594613217106
