"","2.5%","25%","50%","75%","97.5%"
"Body",0.395597974315209,1.08389600849542,1.43843005232426,1.76413519985654,2.40720491374781
"DenseFeathers",0.0113651582976921,0.719561521919514,1.0946734742517,1.46403275903218,2.07183702511093
"HeadCrest",-0.330942380332711,0.37668176251308,0.770217908345451,1.15991385957239,1.9182740110728
"Leg",-0.113464944235887,0.506624848170206,0.846289385968866,1.18628243123227,1.86145404343486
"LowerEyeSpots",0.258899880462688,0.854842723088402,1.17444578757038,1.49300513228054,2.1567355345533
"LowerFishtail",-0.0272132172506208,0.626013412174202,0.956071012758531,1.29211546682268,1.98703212959647
"Scales",-0.656767160557124,0.0308420509735501,0.366295419175602,0.730648003609127,1.42806137657542
"UpperEyeSpots",-3.80559451106296,-3.13545790978732,-2.7805091533772,-2.44012380634347,-1.73493896193209
"UpperFishtail",-4.94028791823563,-4.24174298983575,-3.84892601654875,-3.52616223497012,-2.85776225710003
"Mean",-2.82466382133482,-2.02057329344317,-1.7101917398239,-1.46122892280335,-0.748244345329959
"male std",0.292615426713846,0.690265689158226,0.952158073524812,1.2969080238136,2.40070171523147
"disp std",1.88492075525366,2.0862830570713,2.20438913365509,2.34079582350924,2.64303997607198
