"","2.5%","25%","50%","75%","97.5%"
"Body",0.691404709918442,1.237621318989,1.521101882822,1.8119715752648,2.36825003059951
"DenseFeathers",0.376632468047602,0.901995720770082,1.20393064228415,1.48645034620544,2.05915164395117
"HeadCrest",-0.924349848891797,-0.180989781016877,0.138955460474489,0.496001553559766,1.07015505812969
"Leg",0.363626308160106,0.881444685560292,1.19460134501097,1.48897503984478,2.05935065020154
"LowerEyeSpots",0.378142843602484,0.902442605643586,1.18513680520962,1.48907441914286,1.99725077660925
"LowerFishtail",0.200591814019717,0.775823344277624,1.0695268157737,1.35984597796749,1.89723497666412
"Scales",-1.11024666596047,-0.488244047664861,-0.169179279342029,0.157543994131277,0.838151454005842
"UpperEyeSpots",-3.28425664255669,-2.66855077439753,-2.38602117034403,-2.10161955865796,-1.56885999854772
"UpperFishtail",-4.66055157256219,-4.07078224271057,-3.75431718456714,-3.46293102032724,-2.82263006401787
"Mean",-2.63699799236606,-2.0208747783193,-1.77366097380047,-1.5178856118671,-1.03777899042748
"male std",0.277651644243506,0.630603731691514,0.835322516473336,1.09486660388417,1.93355614954261
"disp std",1.84995452728115,2.0354753464284,2.1253550626495,2.22539182335341,2.45034015997606
