"","2.5%","25%","50%","75%","97.5%"
"Body",0.650941986755766,1.24276832108724,1.51445016511812,1.79534442012089,2.40909482160941
"DenseFeathers",0.362604505382002,0.944605168824622,1.21303579629622,1.50362800093282,2.07295387653732
"HeadCrest",-0.903375175468126,-0.244850663059403,0.101663514283102,0.446714317910306,1.11124050135805
"Leg",0.287418375663191,0.927386333797562,1.20366699210752,1.4760014835238,1.96515624789627
"LowerEyeSpots",0.405264401056441,0.942952905132423,1.20431494839977,1.51093696412773,2.11683902019986
"LowerFishtail",0.150921448745719,0.747280076623627,1.0361317823693,1.3382835464458,1.91585684723225
"Scales",-1.09812307746491,-0.460902565081833,-0.140470030551835,0.147218467232127,0.858484264527262
"UpperEyeSpots",-3.25481233147252,-2.68700507737982,-2.37120907656328,-2.11309462578071,-1.61453139762663
"UpperFishtail",-4.63727290770104,-4.0322777745406,-3.75131762973444,-3.42905300390407,-2.89344875223599
"Mean",-2.69676757799614,-2.02496181244774,-1.74977390939296,-1.495845905412,-0.882392625873384
"female std",0.0269073018069157,0.260179023194369,0.453062287062766,0.671590260779033,1.18002874537235
"male std",0.149122710052767,0.533760671542499,0.774345694399922,1.0775151043159,1.92987937690503
"disp std",1.85110436930944,2.0214537300296,2.11831421960374,2.21465681353779,2.46069480993125
