"","2.5%","25%","50%","75%","97.5%"
"BrownTail",-0.518428163359674,0.200262323016768,0.575018295585749,0.947777511047485,1.69383832007382
"BrownWingBrownBody",-0.833610891435323,-0.0560898018767987,0.280971261472697,0.637487204365081,1.39388839674201
"GreenNeck",-1.28371175662976,-0.540699012445355,-0.185876499274425,0.205319005753841,0.968003620830098
"HeadCrest",-2.25346031354619,-1.30082624923436,-0.870446627825616,-0.479850798914101,0.26215655348285
"Leg",-1.31511051248132,-0.565316022817663,-0.198447079063306,0.186302710630114,0.970459887849852
"WhiteChest",-0.714980046483795,0.0150151016403949,0.417582073957516,0.771264817294095,1.55870227158318
"Mean",-4.6409877745863,-3.37611026284873,-2.91995242411825,-2.5180634707093,-1.21134057800508
"female std",0.043134805371938,0.332390000353981,0.614578561463884,0.937982315817876,1.92257518909838
"male std",0.0544340570629123,0.605760859830487,1.36203431788939,2.15417348776072,3.62872270966075
"disp std",1.9892049585636,2.23246674774516,2.4008576370788,2.59589172876492,3.05716475585418
