"","2.5%","25%","50%","75%","97.5%"
"BrownTail",-0.737712119667684,-0.20031375631814,0.0386430374597664,0.268291959636898,0.771786903437245
"BrownWingBrownBody",-0.0399864742092054,0.416355635747074,0.644405622456841,0.865056446810204,1.38713770149956
"GreenNeck",-0.79441032397143,-0.326346160333541,-0.0720722918355091,0.202963935552731,0.684549891526293
"HeadCrest",-1.36705101726032,-0.82802934997599,-0.557159314713025,-0.304678132979046,0.166489359411365
"Leg",-0.730203385552243,-0.267830474613189,-0.0182216890417843,0.204684932121236,0.702993304190748
"WhiteChest",-0.73632212228667,-0.251083471050016,-0.00684447566885793,0.222171370930016,0.690881679516366
"Mean",-2.5403434998364,-2.06105746002674,-1.87399492355354,-1.66867243756551,-1.034090766316
"female std",0.0210876524911235,0.19164462721616,0.36493448106959,0.563821474659511,1.13757125732363
"male std",0.015650340234267,0.198578876270342,0.435599141512982,0.813134473188544,1.91095230852137
"disp std",1.41597848525181,1.59209888413388,1.70137981958758,1.81166797113626,2.0436235708615
