"","2.5%","25%","50%","75%","97.5%"
"DenseFeathers",-0.663721713556995,0.398272076385189,0.9437225121487,1.51543476651653,2.50016288319923
"Leg",-3.99087038478557,-2.56722383041359,-1.86647228388516,-1.12128189182622,0.123377044264065
"LongFeathers",-6.2762531542428,-4.7764721975297,-3.95993859685899,-3.21760864089677,-1.98155796676354
"LowerEyeSpots",1.49071669522139,2.39031199525508,2.86589083187351,3.37185288001652,4.32239385479967
"LowerFishtails",1.47873585119607,2.48059534694023,2.96873815277855,3.49206068350807,4.55120440973934
"UpperEyeSpots",-2.93381354179144,-1.91893754802042,-1.35587639788609,-0.843023563411364,0.355284942834438
"UpperFishtails",-2.61765274077071,-1.5382242769637,-0.921538198722187,-0.403913099724398,0.626446654569037
"WhitePuff",-4.14806416737929,-2.59208163473744,-1.87034393933147,-1.17532009178211,-0.0184474392669677
"Wing",1.83086524958988,2.77801873967786,3.27665933098673,3.79236376523726,4.85249839880348
"Mean",-7.45291238832813,-5.99287413423038,-5.18835248397794,-4.27242108422955,-2.51184904143874
"female std",1.57972089681974,2.3148367459331,2.7152893978094,3.20450887686866,3.87001004778645
"male std",1.0651695756303,1.97991618269623,2.56795522011049,3.27850424884966,3.90885605943928
"disp std",2.41814629148721,2.77706629383866,2.96977703724616,3.20247728503264,3.67162443292977
