"","2.5%","25%","50%","75%","97.5%"
"BlackFluff",-11.6818330901823,-0.54237496792587,5.4430099650395,11.8276578472519,22.1857043080346
"DenseFeathers",-2.73373309093751,-0.695415266452899,0.211311624495332,1.28360299455434,3.05430943305144
"Leg",-4.94739410932693,-2.88205081430664,-1.67808196742303,-0.665275829500536,1.27486227529068
"LongFeathers",-8.13354229859531,-5.6044620698926,-4.51482651946108,-3.35137396779704,-1.23460745258817
"LowerEyeSpots",-0.54028192023663,1.43504325337637,2.43024465907629,3.33785406333962,5.17333506332792
"LowerFishtails",-0.583828873267061,1.29160329494933,2.15516097893732,3.09290880208545,4.81942137641533
"UpperEyeSpots",-4.92428726307196,-3.1696350804851,-2.22058281147168,-1.27504319603515,0.674845990058831
"UpperFishtails",-6.08190777530014,-3.99786019861949,-2.95368317498459,-1.95132826040448,-0.011446788914588
"WhitePuff",-5.06260147817304,-2.88494121045694,-1.7703212481632,-0.653453815180711,1.24477182958393
"Wing",0.201267518159146,1.78707220486436,2.72713443339686,3.74489909430185,5.71597451477544
"Mean",-8.20386981101808,-6.60723271116207,-5.69807731564939,-4.81881098640301,-3.00644399247914
"male std",0.124551301658574,0.821379671225867,1.49120074132826,2.34474309259337,3.76914607964702
"disp std",3.14727010788157,3.52881214174999,3.69846675320615,3.85404301660363,3.98624441937806
