"","2.5%","25%","50%","75%","97.5%"
"Body",0.953352518821722,2.11787653976271,2.77164084685748,3.31414936075997,4.60842092114299
"DenseFeathers",-0.340833992093381,0.978820136130176,1.62535196822203,2.23172175476303,3.52900885791999
"HeadCrest",-4.97000614962341,-2.75391639679101,-1.91911986989659,-0.982156794632245,0.579994958405344
"Leg",-0.373527228061148,0.90643739531599,1.52987244849639,2.18008745137272,3.4156077534395
"LowerEyeSpots",0.185887421832524,1.43633215303453,2.03938802389277,2.67888818337279,4.04296024941281
"LowerFishtail",0.118906170106699,1.27526993302954,1.83613353854177,2.49732955929783,3.82452002008812
"Scales",-4.14340086609734,-2.51458896354268,-1.78871637293856,-1.07323619484968,0.463141349413485
"UpperEyeSpots",-3.34298423567664,-2.1786227042193,-1.597282477633,-1.00814562737659,0.32905138007683
"UpperFishtail",-6.54438135391568,-5.18220513504547,-4.40856173118491,-3.79144709668847,-2.51924470939075
"Mean",-3.67703809747139,-2.56601733351353,-2.1785381298191,-1.73013557240884,-0.628114408713356
"female std",0.0261976678564004,0.271824942247199,0.532879500895836,0.933371578005203,2.12167865736813
"male std",0.0229265843476477,0.274178229277662,0.63260575301452,1.2617002756578,3.18170788148101
"disp std",2.04279469250267,2.45685141527172,2.68610197673311,2.91473300175272,3.47326133698754
