"","2.5%","25%","50%","75%","97.5%"
"DenseFeathers",-4.26147608777495,-2.14156200909641,-1.08703152379134,-0.171405602362852,1.46066411591884
"Leg",-3.24475019192312,-1.5483693280295,-0.51856140218626,0.439851439073559,2.08960566464912
"LongFeathers",-5.23125360521843,-3.47952289675505,-2.49513467522374,-1.5670636299103,0.231293702244964
"LowerEyeSpots",0.0226692917182516,1.3785187284871,2.14534967979364,2.85607914854696,4.10478505821746
"LowerFishtails",1.41577423578796,2.66333541157228,3.32594058632252,3.93200102654396,5.40370666955724
"UpperEyeSpots",-3.80449817481004,-2.21814668074122,-1.47369051563227,-0.640341005835217,0.754857802207495
"UpperFishtails",-2.54016189098807,-1.24996344024113,-0.40995807881949,0.280149410142364,1.80210875084734
"WhitePuff",-3.28853017647027,-1.34858047798144,-0.447643927612164,0.504470016045226,2.27360551546682
"Wing",-1.11957968794695,0.447210044999512,1.18366029346212,2.00202863975755,3.37671212241384
"Mean",-9.22880739271642,-7.72319094399737,-6.96215703991411,-6.0943908164692,-4.37732596141944
"male std",1.44094400652782,2.46346473390193,3.02957989788075,3.53176488225295,3.96102225594385
"disp std",3.51020931954087,3.77587185852152,3.8756149692098,3.94432353706352,3.99507717624384
