Clip,TotalFrames,TotalGoodFrames,TotalFrontalImageFrames,TotalBackImageFrames,TotalFemaleFrames,TotalSelfFrames,TotalEnvirFrames,TotalBadTrackFrames,MaleID,EyeRecord,ROI,Count,PixelSize,TotalPixels,TotalPixelsWithoutHeadCrest,RelativePixelSize,LnTotalFramesImage,OtherMaleID,ClipType
04-23-13_No61_139110,1620,973,357,29,53,0,534,647,61,R,LowerFishtail,17,129350.24,1454589.9,1453677.98,-2.4199555201454,5.87773578177964,46,Directed
04-23-13_No61_139110,1620,973,357,29,53,0,534,647,61,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.87773578177964,46,Directed
04-23-13_No61_168052,1958,1514,617,67,94,0,736,444,61,R,Body,88,6684.77,1454589.9,1453677.98,-5.38264747962988,6.42486902390539,46,Directed
04-23-13_No61_168052,1958,1514,617,67,94,0,736,444,61,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.42486902390539,46,Directed
04-23-13_No61_168052,1958,1514,617,67,94,0,736,444,61,R,Scales,64,4049.94,1454589.9,1453677.98,-5.88377721801282,6.42486902390539,46,Directed
04-23-13_No61_168052,1958,1514,617,67,94,0,736,444,61,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.42486902390539,46,Directed
04-23-13_No61_168052,1958,1514,617,67,94,0,736,444,61,R,LowerEyeSpots,291,354602.75,1454589.9,1453677.98,-1.41148113537953,6.42486902390539,46,Directed
04-23-13_No61_168052,1958,1514,617,67,94,0,736,444,61,R,UpperEyeSpots,38,619179.94,1454589.9,1453677.98,-0.854083359096807,6.42486902390539,46,Directed
04-23-13_No61_168052,1958,1514,617,67,94,0,736,444,61,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.42486902390539,46,Directed
04-23-13_No61_168052,1958,1514,617,67,94,0,736,444,61,R,LowerFishtail,136,129350.24,1454589.9,1453677.98,-2.4199555201454,6.42486902390539,46,Directed
04-23-13_No61_168052,1958,1514,617,67,94,0,736,444,61,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.42486902390539,46,Directed
04-23-13_No61_175086,1995,1378,709,28,56,0,585,617,61,R,Body,44,6684.77,1454589.9,1453677.98,-5.38264747962988,6.56385552653213,46,Directed
04-23-13_No61_175086,1995,1378,709,28,56,0,585,617,61,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.56385552653213,46,Directed
04-23-13_No61_175086,1995,1378,709,28,56,0,585,617,61,R,Scales,35,4049.94,1454589.9,1453677.98,-5.88377721801282,6.56385552653213,46,Directed
04-23-13_No61_175086,1995,1378,709,28,56,0,585,617,61,R,DenseFeathers,9,25956.24,1454589.9,1453677.98,-4.02606724107353,6.56385552653213,46,Directed
04-23-13_No61_175086,1995,1378,709,28,56,0,585,617,61,R,LowerEyeSpots,545,354602.75,1454589.9,1453677.98,-1.41148113537953,6.56385552653213,46,Directed
04-23-13_No61_175086,1995,1378,709,28,56,0,585,617,61,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.56385552653213,46,Directed
04-23-13_No61_175086,1995,1378,709,28,56,0,585,617,61,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.56385552653213,46,Directed
04-23-13_No61_175086,1995,1378,709,28,56,0,585,617,61,R,LowerFishtail,76,129350.24,1454589.9,1453677.98,-2.4199555201454,6.56385552653213,46,Directed
04-23-13_No61_175086,1995,1378,709,28,56,0,585,617,61,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.56385552653213,46,Directed
04-23-13_No61_184245,4218,2606,1148,67,0,0,1391,1612,61,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,7.04577657687951,46,Directed
04-23-13_No61_184245,4218,2606,1148,67,0,0,1391,1612,61,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.04577657687951,46,Directed
04-23-13_No61_184245,4218,2606,1148,67,0,0,1391,1612,61,R,Scales,84,4049.94,1454589.9,1453677.98,-5.88377721801282,7.04577657687951,46,Directed
04-23-13_No61_184245,4218,2606,1148,67,0,0,1391,1612,61,R,DenseFeathers,56,25956.24,1454589.9,1453677.98,-4.02606724107353,7.04577657687951,46,Directed
04-23-13_No61_184245,4218,2606,1148,67,0,0,1391,1612,61,R,LowerEyeSpots,715,354602.75,1454589.9,1453677.98,-1.41148113537953,7.04577657687951,46,Directed
04-23-13_No61_184245,4218,2606,1148,67,0,0,1391,1612,61,R,UpperEyeSpots,89,619179.94,1454589.9,1453677.98,-0.854083359096807,7.04577657687951,46,Directed
04-23-13_No61_184245,4218,2606,1148,67,0,0,1391,1612,61,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,7.04577657687951,46,Directed
04-23-13_No61_184245,4218,2606,1148,67,0,0,1391,1612,61,R,LowerFishtail,78,129350.24,1454589.9,1453677.98,-2.4199555201454,7.04577657687951,46,Directed
04-23-13_No61_184245,4218,2606,1148,67,0,0,1391,1612,61,R,Leg,126,13503.73,1454589.9,1453677.98,-4.67951334062883,7.04577657687951,46,Directed
04-23-13_No61_189853,2422,1891,931,0,0,0,960,531,61,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.83625927727707,46,Directed
04-23-13_No61_189853,2422,1891,931,0,0,0,960,531,61,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.83625927727707,46,Directed
04-23-13_No61_189853,2422,1891,931,0,0,0,960,531,61,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.83625927727707,46,Directed
04-23-13_No61_189853,2422,1891,931,0,0,0,960,531,61,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.83625927727707,46,Directed
04-23-13_No61_189853,2422,1891,931,0,0,0,960,531,61,R,LowerEyeSpots,674,354602.75,1454589.9,1453677.98,-1.41148113537953,6.83625927727707,46,Directed
04-23-13_No61_189853,2422,1891,931,0,0,0,960,531,61,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.83625927727707,46,Directed
04-23-13_No61_189853,2422,1891,931,0,0,0,960,531,61,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.83625927727707,46,Directed
04-23-13_No61_189853,2422,1891,931,0,0,0,960,531,61,R,LowerFishtail,257,129350.24,1454589.9,1453677.98,-2.4199555201454,6.83625927727707,46,Directed
04-23-13_No61_189853,2422,1891,931,0,0,0,960,531,61,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.83625927727707,46,Directed
04-23-13_No61_231992,79,79,79,0,0,0,0,0,61,R,Body,79,6684.77,1454589.9,1453677.98,-5.38264747962988,4.36944785246702,46,NonDirected
04-23-13_No61_231992,79,79,79,0,0,0,0,0,61,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,4.36944785246702,46,NonDirected
04-23-13_No61_231992,79,79,79,0,0,0,0,0,61,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,4.36944785246702,46,NonDirected
04-23-13_No61_231992,79,79,79,0,0,0,0,0,61,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,4.36944785246702,46,NonDirected
04-23-13_No61_231992,79,79,79,0,0,0,0,0,61,R,LowerEyeSpots,0,354602.75,1454589.9,1453677.98,-1.41148113537953,4.36944785246702,46,NonDirected
04-23-13_No61_231992,79,79,79,0,0,0,0,0,61,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,4.36944785246702,46,NonDirected
04-23-13_No61_231992,79,79,79,0,0,0,0,0,61,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,4.36944785246702,46,NonDirected
04-23-13_No61_231992,79,79,79,0,0,0,0,0,61,R,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,4.36944785246702,46,NonDirected
04-23-13_No61_231992,79,79,79,0,0,0,0,0,61,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,4.36944785246702,46,NonDirected
04-23-13_No61_267792,702,603,162,261,71,0,109,99,61,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.08759633523238,46,Directed
04-23-13_No61_267792,702,603,162,261,71,0,109,99,61,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.08759633523238,46,Directed
04-23-13_No61_267792,702,603,162,261,71,0,109,99,61,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.08759633523238,46,Directed
04-23-13_No61_267792,702,603,162,261,71,0,109,99,61,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.08759633523238,46,Directed
04-23-13_No61_267792,702,603,162,261,71,0,109,99,61,R,LowerEyeSpots,152,354602.75,1454589.9,1453677.98,-1.41148113537953,5.08759633523238,46,Directed
04-23-13_No61_267792,702,603,162,261,71,0,109,99,61,R,UpperEyeSpots,10,619179.94,1454589.9,1453677.98,-0.854083359096807,5.08759633523238,46,Directed
04-23-13_No61_267792,702,603,162,261,71,0,109,99,61,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.08759633523238,46,Directed
04-23-13_No61_267792,702,603,162,261,71,0,109,99,61,R,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.08759633523238,46,Directed
04-23-13_No61_267792,702,603,162,261,71,0,109,99,61,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.08759633523238,46,Directed
04-24-13_No42_61871,5451,4762,2439,267,448,0,1608,689,42,R,Body,53,6684.77,1454589.9,1453677.98,-5.38264747962988,7.79934339821592,46,Directed
04-24-13_No42_61871,5451,4762,2439,267,448,0,1608,689,42,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.79934339821592,46,Directed
04-24-13_No42_61871,5451,4762,2439,267,448,0,1608,689,42,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,7.79934339821592,46,Directed
04-24-13_No42_61871,5451,4762,2439,267,448,0,1608,689,42,R,DenseFeathers,659,25956.24,1454589.9,1453677.98,-4.02606724107353,7.79934339821592,46,Directed
04-24-13_No42_61871,5451,4762,2439,267,448,0,1608,689,42,R,LowerEyeSpots,1645,354602.75,1454589.9,1453677.98,-1.41148113537953,7.79934339821592,46,Directed
04-24-13_No42_61871,5451,4762,2439,267,448,0,1608,689,42,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,7.79934339821592,46,Directed
04-24-13_No42_61871,5451,4762,2439,267,448,0,1608,689,42,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,7.79934339821592,46,Directed
04-24-13_No42_61871,5451,4762,2439,267,448,0,1608,689,42,R,LowerFishtail,82,129350.24,1454589.9,1453677.98,-2.4199555201454,7.79934339821592,46,Directed
04-24-13_No42_61871,5451,4762,2439,267,448,0,1608,689,42,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,7.79934339821592,46,Directed
04-24-13_No42_92887,250,182,162,20,0,0,0,68,42,R,Body,15,6684.77,1454589.9,1453677.98,-5.38264747962988,5.08759633523238,46,Directed
04-24-13_No42_92887,250,182,162,20,0,0,0,68,42,R,HeadCrest,64,911.92,1454589.9,1453677.98,-7.37468229626033,5.08759633523238,46,Directed
04-24-13_No42_92887,250,182,162,20,0,0,0,68,42,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.08759633523238,46,Directed
04-24-13_No42_92887,250,182,162,20,0,0,0,68,42,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.08759633523238,46,Directed
04-24-13_No42_92887,250,182,162,20,0,0,0,68,42,R,LowerEyeSpots,66,354602.75,1454589.9,1453677.98,-1.41148113537953,5.08759633523238,46,Directed
04-24-13_No42_92887,250,182,162,20,0,0,0,68,42,R,UpperEyeSpots,17,619179.94,1454589.9,1453677.98,-0.854083359096807,5.08759633523238,46,Directed
04-24-13_No42_92887,250,182,162,20,0,0,0,68,42,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.08759633523238,46,Directed
04-24-13_No42_92887,250,182,162,20,0,0,0,68,42,R,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.08759633523238,46,Directed
04-24-13_No42_92887,250,182,162,20,0,0,0,68,42,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.08759633523238,46,Directed
05-19-12_No51_221076,4763,3596,961,1297,307,161,870,1167,51,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.86797440897029,46,Directed
05-19-12_No51_221076,4763,3596,961,1297,307,161,870,1167,51,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.86797440897029,46,Directed
05-19-12_No51_221076,4763,3596,961,1297,307,161,870,1167,51,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.86797440897029,46,Directed
05-19-12_No51_221076,4763,3596,961,1297,307,161,870,1167,51,L,DenseFeathers,79,25956.24,1454589.9,1453677.98,-4.02606724107353,6.86797440897029,46,Directed
05-19-12_No51_221076,4763,3596,961,1297,307,161,870,1167,51,L,LowerEyeSpots,505,354602.75,1454589.9,1453677.98,-1.41148113537953,6.86797440897029,46,Directed
05-19-12_No51_221076,4763,3596,961,1297,307,161,870,1167,51,L,UpperEyeSpots,97,619179.94,1454589.9,1453677.98,-0.854083359096807,6.86797440897029,46,Directed
05-19-12_No51_221076,4763,3596,961,1297,307,161,870,1167,51,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.86797440897029,46,Directed
05-19-12_No51_221076,4763,3596,961,1297,307,161,870,1167,51,L,LowerFishtail,280,129350.24,1454589.9,1453677.98,-2.4199555201454,6.86797440897029,46,Directed
05-19-12_No51_221076,4763,3596,961,1297,307,161,870,1167,51,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.86797440897029,46,Directed
05-19-12_No51_233675,3011,2283,1132,50,0,0,1101,728,51,L,Body,11,6684.77,1454589.9,1453677.98,-5.38264747962988,7.03174125876313,46,NonDirected
05-19-12_No51_233675,3011,2283,1132,50,0,0,1101,728,51,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.03174125876313,46,NonDirected
05-19-12_No51_233675,3011,2283,1132,50,0,0,1101,728,51,L,Scales,24,4049.94,1454589.9,1453677.98,-5.88377721801282,7.03174125876313,46,NonDirected
05-19-12_No51_233675,3011,2283,1132,50,0,0,1101,728,51,L,DenseFeathers,20,25956.24,1454589.9,1453677.98,-4.02606724107353,7.03174125876313,46,NonDirected
05-19-12_No51_233675,3011,2283,1132,50,0,0,1101,728,51,L,LowerEyeSpots,893,354602.75,1454589.9,1453677.98,-1.41148113537953,7.03174125876313,46,NonDirected
05-19-12_No51_233675,3011,2283,1132,50,0,0,1101,728,51,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,7.03174125876313,46,NonDirected
05-19-12_No51_233675,3011,2283,1132,50,0,0,1101,728,51,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,7.03174125876313,46,NonDirected
05-19-12_No51_233675,3011,2283,1132,50,0,0,1101,728,51,L,LowerFishtail,184,129350.24,1454589.9,1453677.98,-2.4199555201454,7.03174125876313,46,NonDirected
05-19-12_No51_233675,3011,2283,1132,50,0,0,1101,728,51,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,7.03174125876313,46,NonDirected
05-19-12_No51_238705,3409,2650,1007,20,0,493,1130,759,51,L,Body,103,6684.77,1454589.9,1453677.98,-5.38264747962988,6.91473089271856,46,Directed
05-19-12_No51_238705,3409,2650,1007,20,0,493,1130,759,51,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.91473089271856,46,Directed
05-19-12_No51_238705,3409,2650,1007,20,0,493,1130,759,51,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.91473089271856,46,Directed
05-19-12_No51_238705,3409,2650,1007,20,0,493,1130,759,51,L,DenseFeathers,161,25956.24,1454589.9,1453677.98,-4.02606724107353,6.91473089271856,46,Directed
05-19-12_No51_238705,3409,2650,1007,20,0,493,1130,759,51,L,LowerEyeSpots,524,354602.75,1454589.9,1453677.98,-1.41148113537953,6.91473089271856,46,Directed
05-19-12_No51_238705,3409,2650,1007,20,0,493,1130,759,51,L,UpperEyeSpots,39,619179.94,1454589.9,1453677.98,-0.854083359096807,6.91473089271856,46,Directed
05-19-12_No51_238705,3409,2650,1007,20,0,493,1130,759,51,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.91473089271856,46,Directed
05-19-12_No51_238705,3409,2650,1007,20,0,493,1130,759,51,L,LowerFishtail,122,129350.24,1454589.9,1453677.98,-2.4199555201454,6.91473089271856,46,Directed
05-19-12_No51_238705,3409,2650,1007,20,0,493,1130,759,51,L,Leg,58,13503.73,1454589.9,1453677.98,-4.67951334062883,6.91473089271856,46,Directed
05-19-12_No51_248420,904,735,454,0,0,0,281,169,51,L,Body,106,6684.77,1454589.9,1453677.98,-5.38264747962988,6.11809719804135,46,NonDirected
05-19-12_No51_248420,904,735,454,0,0,0,281,169,51,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.11809719804135,46,NonDirected
05-19-12_No51_248420,904,735,454,0,0,0,281,169,51,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.11809719804135,46,NonDirected
05-19-12_No51_248420,904,735,454,0,0,0,281,169,51,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.11809719804135,46,NonDirected
05-19-12_No51_248420,904,735,454,0,0,0,281,169,51,L,LowerEyeSpots,320,354602.75,1454589.9,1453677.98,-1.41148113537953,6.11809719804135,46,NonDirected
05-19-12_No51_248420,904,735,454,0,0,0,281,169,51,L,UpperEyeSpots,28,619179.94,1454589.9,1453677.98,-0.854083359096807,6.11809719804135,46,NonDirected
05-19-12_No51_248420,904,735,454,0,0,0,281,169,51,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.11809719804135,46,NonDirected
05-19-12_No51_248420,904,735,454,0,0,0,281,169,51,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,6.11809719804135,46,NonDirected
05-19-12_No51_248420,904,735,454,0,0,0,281,169,51,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.11809719804135,46,NonDirected
05-19-12_No51_250923,481,248,155,0,0,0,93,233,51,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.04342511691925,46,NonDirected
05-19-12_No51_250923,481,248,155,0,0,0,93,233,51,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.04342511691925,46,NonDirected
05-19-12_No51_250923,481,248,155,0,0,0,93,233,51,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.04342511691925,46,NonDirected
05-19-12_No51_250923,481,248,155,0,0,0,93,233,51,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.04342511691925,46,NonDirected
05-19-12_No51_250923,481,248,155,0,0,0,93,233,51,L,LowerEyeSpots,64,354602.75,1454589.9,1453677.98,-1.41148113537953,5.04342511691925,46,NonDirected
05-19-12_No51_250923,481,248,155,0,0,0,93,233,51,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.04342511691925,46,NonDirected
05-19-12_No51_250923,481,248,155,0,0,0,93,233,51,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.04342511691925,46,NonDirected
05-19-12_No51_250923,481,248,155,0,0,0,93,233,51,L,LowerFishtail,91,129350.24,1454589.9,1453677.98,-2.4199555201454,5.04342511691925,46,NonDirected
05-19-12_No51_250923,481,248,155,0,0,0,93,233,51,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.04342511691925,46,NonDirected
05-19-12_No51_256849,7170,5662,2532,271,0,208,2651,1508,51,L,Body,111,6684.77,1454589.9,1453677.98,-5.38264747962988,7.83676478326407,46,NonDirected
05-19-12_No51_256849,7170,5662,2532,271,0,208,2651,1508,51,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.83676478326407,46,NonDirected
05-19-12_No51_256849,7170,5662,2532,271,0,208,2651,1508,51,L,Scales,162,4049.94,1454589.9,1453677.98,-5.88377721801282,7.83676478326407,46,NonDirected
05-19-12_No51_256849,7170,5662,2532,271,0,208,2651,1508,51,L,DenseFeathers,66,25956.24,1454589.9,1453677.98,-4.02606724107353,7.83676478326407,46,NonDirected
05-19-12_No51_256849,7170,5662,2532,271,0,208,2651,1508,51,L,LowerEyeSpots,1387,354602.75,1454589.9,1453677.98,-1.41148113537953,7.83676478326407,46,NonDirected
05-19-12_No51_256849,7170,5662,2532,271,0,208,2651,1508,51,L,UpperEyeSpots,26,619179.94,1454589.9,1453677.98,-0.854083359096807,7.83676478326407,46,NonDirected
05-19-12_No51_256849,7170,5662,2532,271,0,208,2651,1508,51,L,UpperFishtail,73,300350.37,1454589.9,1453677.98,-1.57752959101518,7.83676478326407,46,NonDirected
05-19-12_No51_256849,7170,5662,2532,271,0,208,2651,1508,51,L,LowerFishtail,599,129350.24,1454589.9,1453677.98,-2.4199555201454,7.83676478326407,46,NonDirected
05-19-12_No51_256849,7170,5662,2532,271,0,208,2651,1508,51,L,Leg,108,13503.73,1454589.9,1453677.98,-4.67951334062883,7.83676478326407,46,NonDirected
05-19-12_No51_264141,7134,5434,1827,113,429,102,2963,1700,51,L,Body,110,6684.77,1454589.9,1453677.98,-5.38264747962988,7.51043055637801,46,NonDirected
05-19-12_No51_264141,7134,5434,1827,113,429,102,2963,1700,51,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.51043055637801,46,NonDirected
05-19-12_No51_264141,7134,5434,1827,113,429,102,2963,1700,51,L,Scales,229,4049.94,1454589.9,1453677.98,-5.88377721801282,7.51043055637801,46,NonDirected
05-19-12_No51_264141,7134,5434,1827,113,429,102,2963,1700,51,L,DenseFeathers,142,25956.24,1454589.9,1453677.98,-4.02606724107353,7.51043055637801,46,NonDirected
05-19-12_No51_264141,7134,5434,1827,113,429,102,2963,1700,51,L,LowerEyeSpots,564,354602.75,1454589.9,1453677.98,-1.41148113537953,7.51043055637801,46,NonDirected
05-19-12_No51_264141,7134,5434,1827,113,429,102,2963,1700,51,L,UpperEyeSpots,59,619179.94,1454589.9,1453677.98,-0.854083359096807,7.51043055637801,46,NonDirected
05-19-12_No51_264141,7134,5434,1827,113,429,102,2963,1700,51,L,UpperFishtail,125,300350.37,1454589.9,1453677.98,-1.57752959101518,7.51043055637801,46,NonDirected
05-19-12_No51_264141,7134,5434,1827,113,429,102,2963,1700,51,L,LowerFishtail,598,129350.24,1454589.9,1453677.98,-2.4199555201454,7.51043055637801,46,NonDirected
05-19-12_No51_264141,7134,5434,1827,113,429,102,2963,1700,51,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,7.51043055637801,46,NonDirected
05-19-12_No51_272232,7,7,7,0,0,0,0,0,51,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,1.94591014905531,46,Directed
05-19-12_No51_272232,7,7,7,0,0,0,0,0,51,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,1.94591014905531,46,Directed
05-19-12_No51_272232,7,7,7,0,0,0,0,0,51,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,1.94591014905531,46,Directed
05-19-12_No51_272232,7,7,7,0,0,0,0,0,51,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,1.94591014905531,46,Directed
05-19-12_No51_272232,7,7,7,0,0,0,0,0,51,L,LowerEyeSpots,7,354602.75,1454589.9,1453677.98,-1.41148113537953,1.94591014905531,46,Directed
05-19-12_No51_272232,7,7,7,0,0,0,0,0,51,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,1.94591014905531,46,Directed
05-19-12_No51_272232,7,7,7,0,0,0,0,0,51,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,1.94591014905531,46,Directed
05-19-12_No51_272232,7,7,7,0,0,0,0,0,51,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,1.94591014905531,46,Directed
05-19-12_No51_272232,7,7,7,0,0,0,0,0,51,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,1.94591014905531,46,Directed
05-19-12_No51_283722,6287,4702,1606,1311,85,0,1700,1585,51,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,7.38150189450671,46,Directed
05-19-12_No51_283722,6287,4702,1606,1311,85,0,1700,1585,51,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.38150189450671,46,Directed
05-19-12_No51_283722,6287,4702,1606,1311,85,0,1700,1585,51,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,7.38150189450671,46,Directed
05-19-12_No51_283722,6287,4702,1606,1311,85,0,1700,1585,51,L,DenseFeathers,260,25956.24,1454589.9,1453677.98,-4.02606724107353,7.38150189450671,46,Directed
05-19-12_No51_283722,6287,4702,1606,1311,85,0,1700,1585,51,L,LowerEyeSpots,1098,354602.75,1454589.9,1453677.98,-1.41148113537953,7.38150189450671,46,Directed
05-19-12_No51_283722,6287,4702,1606,1311,85,0,1700,1585,51,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,7.38150189450671,46,Directed
05-19-12_No51_283722,6287,4702,1606,1311,85,0,1700,1585,51,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,7.38150189450671,46,Directed
05-19-12_No51_283722,6287,4702,1606,1311,85,0,1700,1585,51,L,LowerFishtail,153,129350.24,1454589.9,1453677.98,-2.4199555201454,7.38150189450671,46,Directed
05-19-12_No51_283722,6287,4702,1606,1311,85,0,1700,1585,51,L,Leg,95,13503.73,1454589.9,1453677.98,-4.67951334062883,7.38150189450671,46,Directed
05-19-12_No51_294367,79,79,79,0,0,0,0,0,51,L,Body,79,6684.77,1454589.9,1453677.98,-5.38264747962988,4.36944785246702,46,NonDirected
05-19-12_No51_294367,79,79,79,0,0,0,0,0,51,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,4.36944785246702,46,NonDirected
05-19-12_No51_294367,79,79,79,0,0,0,0,0,51,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,4.36944785246702,46,NonDirected
05-19-12_No51_294367,79,79,79,0,0,0,0,0,51,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,4.36944785246702,46,NonDirected
05-19-12_No51_294367,79,79,79,0,0,0,0,0,51,L,LowerEyeSpots,0,354602.75,1454589.9,1453677.98,-1.41148113537953,4.36944785246702,46,NonDirected
05-19-12_No51_294367,79,79,79,0,0,0,0,0,51,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,4.36944785246702,46,NonDirected
05-19-12_No51_294367,79,79,79,0,0,0,0,0,51,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,4.36944785246702,46,NonDirected
05-19-12_No51_294367,79,79,79,0,0,0,0,0,51,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,4.36944785246702,46,NonDirected
05-19-12_No51_294367,79,79,79,0,0,0,0,0,51,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,4.36944785246702,46,NonDirected
