Clip,TotalFrames,TotalGoodFrames,TotalFrontalImageFrames,TotalBackImageFrames,TotalFemaleFrames,TotalSelfFrames,TotalEnvirFrames,TotalBadTrackFrames,MaleID,EyeRecord,ROI,Count,PixelSize,TotalPixels,TotalPixelsWithoutHeadCrest,RelativePixelSize,LnTotalFramesImage,OtherMaleID,ClipType
04-11-13_No42_199096,365,325,210,0,0,0,115,40,42,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.34710753071747,46,NonDirected
04-11-13_No42_199096,365,325,210,0,0,0,115,40,42,L,LowerEyeSpots,130,354602.75,1454589.9,1453677.98,-1.41148113537953,5.34710753071747,46,NonDirected
04-11-13_No42_199096,365,325,210,0,0,0,115,40,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.34710753071747,46,NonDirected
04-11-13_No42_199096,365,325,210,0,0,0,115,40,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.34710753071747,46,NonDirected
04-11-13_No42_199096,365,325,210,0,0,0,115,40,42,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.34710753071747,46,NonDirected
04-11-13_No42_199096,365,325,210,0,0,0,115,40,42,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.34710753071747,46,NonDirected
04-11-13_No42_202539,9500,7639,1360,291,0,0,5988,1861,42,L,Body,131,6684.77,1454589.9,1453677.98,-5.38264747962988,7.2152399787301,46,NonDirected
04-11-13_No42_202539,9500,7639,1360,291,0,0,5988,1861,42,L,HeadCrest,134,911.92,1454589.9,1453677.98,-7.37468229626033,7.2152399787301,46,NonDirected
04-11-13_No42_202539,9500,7639,1360,291,0,0,5988,1861,42,L,Scales,134,4049.94,1454589.9,1453677.98,-5.88377721801282,7.2152399787301,46,NonDirected
04-11-13_No42_202539,9500,7639,1360,291,0,0,5988,1861,42,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,7.2152399787301,46,NonDirected
04-11-13_No42_202539,9500,7639,1360,291,0,0,5988,1861,42,L,LowerEyeSpots,419,354602.75,1454589.9,1453677.98,-1.41148113537953,7.2152399787301,46,NonDirected
04-11-13_No42_202539,9500,7639,1360,291,0,0,5988,1861,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,7.2152399787301,46,NonDirected
04-11-13_No42_202539,9500,7639,1360,291,0,0,5988,1861,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,7.2152399787301,46,NonDirected
04-11-13_No42_202539,9500,7639,1360,291,0,0,5988,1861,42,L,LowerFishtail,542,129350.24,1454589.9,1453677.98,-2.4199555201454,7.2152399787301,46,NonDirected
04-11-13_No42_202539,9500,7639,1360,291,0,0,5988,1861,42,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,7.2152399787301,46,NonDirected
04-11-13_No42_214665,1292,1127,376,275,0,0,476,165,42,L,Body,62,6684.77,1454589.9,1453677.98,-5.38264747962988,5.92958914338989,46,NonDirected
04-11-13_No42_214665,1292,1127,376,275,0,0,476,165,42,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.92958914338989,46,NonDirected
04-11-13_No42_214665,1292,1127,376,275,0,0,476,165,42,L,Scales,46,4049.94,1454589.9,1453677.98,-5.88377721801282,5.92958914338989,46,NonDirected
04-11-13_No42_214665,1292,1127,376,275,0,0,476,165,42,L,DenseFeathers,121,25956.24,1454589.9,1453677.98,-4.02606724107353,5.92958914338989,46,NonDirected
04-11-13_No42_214665,1292,1127,376,275,0,0,476,165,42,L,LowerEyeSpots,147,354602.75,1454589.9,1453677.98,-1.41148113537953,5.92958914338989,46,NonDirected
04-11-13_No42_214665,1292,1127,376,275,0,0,476,165,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.92958914338989,46,NonDirected
04-11-13_No42_214665,1292,1127,376,275,0,0,476,165,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.92958914338989,46,NonDirected
04-11-13_No42_214665,1292,1127,376,275,0,0,476,165,42,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.92958914338989,46,NonDirected
04-11-13_No42_214665,1292,1127,376,275,0,0,476,165,42,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.92958914338989,46,NonDirected
04-11-13_No42_35074,805,712,355,0,0,0,357,93,42,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.87211778947542,46,NonDirected
04-11-13_No42_35074,805,712,355,0,0,0,357,93,42,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.87211778947542,46,NonDirected
04-11-13_No42_35074,805,712,355,0,0,0,357,93,42,L,Scales,90,4049.94,1454589.9,1453677.98,-5.88377721801282,5.87211778947542,46,NonDirected
04-11-13_No42_35074,805,712,355,0,0,0,357,93,42,L,DenseFeathers,51,25956.24,1454589.9,1453677.98,-4.02606724107353,5.87211778947542,46,NonDirected
04-11-13_No42_35074,805,712,355,0,0,0,357,93,42,L,LowerEyeSpots,195,354602.75,1454589.9,1453677.98,-1.41148113537953,5.87211778947542,46,NonDirected
04-11-13_No42_35074,805,712,355,0,0,0,357,93,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.87211778947542,46,NonDirected
04-11-13_No42_35074,805,712,355,0,0,0,357,93,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.87211778947542,46,NonDirected
04-11-13_No42_35074,805,712,355,0,0,0,357,93,42,L,LowerFishtail,19,129350.24,1454589.9,1453677.98,-2.4199555201454,5.87211778947542,46,NonDirected
04-11-13_No42_35074,805,712,355,0,0,0,357,93,42,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.87211778947542,46,NonDirected
04-11-13_No42_37615,927,798,625,0,0,0,173,129,42,L,Body,137,6684.77,1454589.9,1453677.98,-5.38264747962988,6.4377516497364,46,NonDirected
04-11-13_No42_37615,927,798,625,0,0,0,173,129,42,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.4377516497364,46,NonDirected
04-11-13_No42_37615,927,798,625,0,0,0,173,129,42,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.4377516497364,46,NonDirected
04-11-13_No42_37615,927,798,625,0,0,0,173,129,42,L,DenseFeathers,7,25956.24,1454589.9,1453677.98,-4.02606724107353,6.4377516497364,46,NonDirected
04-11-13_No42_37615,927,798,625,0,0,0,173,129,42,L,LowerEyeSpots,267,354602.75,1454589.9,1453677.98,-1.41148113537953,6.4377516497364,46,NonDirected
04-11-13_No42_37615,927,798,625,0,0,0,173,129,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.4377516497364,46,NonDirected
04-11-13_No42_37615,927,798,625,0,0,0,173,129,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.4377516497364,46,NonDirected
04-11-13_No42_37615,927,798,625,0,0,0,173,129,42,L,LowerFishtail,214,129350.24,1454589.9,1453677.98,-2.4199555201454,6.4377516497364,46,NonDirected
04-11-13_No42_37615,927,798,625,0,0,0,173,129,42,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.4377516497364,46,NonDirected
04-11-13_No42_42255,300,263,263,0,0,0,0,37,42,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.57215403217776,46,NonDirected
04-11-13_No42_42255,300,263,263,0,0,0,0,37,42,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.57215403217776,46,NonDirected
04-11-13_No42_42255,300,263,263,0,0,0,0,37,42,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.57215403217776,46,NonDirected
04-11-13_No42_42255,300,263,263,0,0,0,0,37,42,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.57215403217776,46,NonDirected
04-11-13_No42_42255,300,263,263,0,0,0,0,37,42,L,LowerEyeSpots,169,354602.75,1454589.9,1453677.98,-1.41148113537953,5.57215403217776,46,NonDirected
04-11-13_No42_42255,300,263,263,0,0,0,0,37,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.57215403217776,46,NonDirected
04-11-13_No42_42255,300,263,263,0,0,0,0,37,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.57215403217776,46,NonDirected
04-11-13_No42_42255,300,263,263,0,0,0,0,37,42,L,LowerFishtail,94,129350.24,1454589.9,1453677.98,-2.4199555201454,5.57215403217776,46,NonDirected
04-11-13_No42_42255,300,263,263,0,0,0,0,37,42,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.57215403217776,46,NonDirected
04-11-13_No42_53092,120,120,104,0,8,0,8,0,42,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,4.64439089914137,46,Directed
04-11-13_No42_53092,120,120,104,0,8,0,8,0,42,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,4.64439089914137,46,Directed
04-11-13_No42_53092,120,120,104,0,8,0,8,0,42,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,4.64439089914137,46,Directed
04-11-13_No42_53092,120,120,104,0,8,0,8,0,42,L,DenseFeathers,16,25956.24,1454589.9,1453677.98,-4.02606724107353,4.64439089914137,46,Directed
04-11-13_No42_53092,120,120,104,0,8,0,8,0,42,L,LowerEyeSpots,88,354602.75,1454589.9,1453677.98,-1.41148113537953,4.64439089914137,46,Directed
04-11-13_No42_53092,120,120,104,0,8,0,8,0,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,4.64439089914137,46,Directed
04-11-13_No42_53092,120,120,104,0,8,0,8,0,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,4.64439089914137,46,Directed
04-11-13_No42_53092,120,120,104,0,8,0,8,0,42,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,4.64439089914137,46,Directed
04-11-13_No42_53092,120,120,104,0,8,0,8,0,42,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,4.64439089914137,46,Directed
04-11-13_No42_59312,3022,2784,1473,122,55,0,1134,238,42,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,7.29505641646263,46,Directed
04-11-13_No42_59312,3022,2784,1473,122,55,0,1134,238,42,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.29505641646263,46,Directed
04-11-13_No42_59312,3022,2784,1473,122,55,0,1134,238,42,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,7.29505641646263,46,Directed
04-11-13_No42_59312,3022,2784,1473,122,55,0,1134,238,42,L,DenseFeathers,423,25956.24,1454589.9,1453677.98,-4.02606724107353,7.29505641646263,46,Directed
04-11-13_No42_59312,3022,2784,1473,122,55,0,1134,238,42,L,LowerEyeSpots,828,354602.75,1454589.9,1453677.98,-1.41148113537953,7.29505641646263,46,Directed
04-11-13_No42_59312,3022,2784,1473,122,55,0,1134,238,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,7.29505641646263,46,Directed
04-11-13_No42_59312,3022,2784,1473,122,55,0,1134,238,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,7.29505641646263,46,Directed
04-11-13_No42_59312,3022,2784,1473,122,55,0,1134,238,42,L,LowerFishtail,222,129350.24,1454589.9,1453677.98,-2.4199555201454,7.29505641646263,46,Directed
04-11-13_No42_59312,3022,2784,1473,122,55,0,1134,238,42,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,7.29505641646263,46,Directed
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,Body,184,6684.77,1454589.9,1453677.98,-5.38264747962988,6.60934924316738,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.60934924316738,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.60934924316738,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.60934924316738,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,LowerEyeSpots,272,354602.75,1454589.9,1453677.98,-1.41148113537953,6.60934924316738,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.60934924316738,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.60934924316738,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,LowerFishtail,68,129350.24,1454589.9,1453677.98,-2.4199555201454,6.60934924316738,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,Leg,218,13503.73,1454589.9,1453677.98,-4.67951334062883,6.60934924316738,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.02388052084628,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.02388052084628,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.02388052084628,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.02388052084628,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,LowerEyeSpots,152,354602.75,1454589.9,1453677.98,-1.41148113537953,5.02388052084628,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.02388052084628,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.02388052084628,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.02388052084628,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.02388052084628,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,4.91998092582813,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,4.91998092582813,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,4.91998092582813,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,4.91998092582813,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,LowerEyeSpots,109,354602.75,1454589.9,1453677.98,-1.41148113537953,4.91998092582813,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,UpperEyeSpots,28,619179.94,1454589.9,1453677.98,-0.854083359096807,4.91998092582813,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,4.91998092582813,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,4.91998092582813,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,4.91998092582813,46,NonDirected
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,7.12528309151071,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.12528309151071,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,Scales,81,4049.94,1454589.9,1453677.98,-5.88377721801282,7.12528309151071,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,DenseFeathers,8,25956.24,1454589.9,1453677.98,-4.02606724107353,7.12528309151071,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,LowerEyeSpots,784,354602.75,1454589.9,1453677.98,-1.41148113537953,7.12528309151071,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,7.12528309151071,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,7.12528309151071,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,LowerFishtail,247,129350.24,1454589.9,1453677.98,-2.4199555201454,7.12528309151071,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,Leg,123,13503.73,1454589.9,1453677.98,-4.67951334062883,7.12528309151071,46,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,2.56494935746154,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,2.56494935746154,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,2.56494935746154,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,2.56494935746154,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,LowerEyeSpots,13,354602.75,1454589.9,1453677.98,-1.41148113537953,2.56494935746154,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,2.56494935746154,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,2.56494935746154,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,2.56494935746154,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,2.56494935746154,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.93224518744801,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.93224518744801,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.93224518744801,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.93224518744801,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,LowerEyeSpots,108,354602.75,1454589.9,1453677.98,-1.41148113537953,5.93224518744801,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,UpperEyeSpots,94,619179.94,1454589.9,1453677.98,-0.854083359096807,5.93224518744801,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,UpperFishtail,94,300350.37,1454589.9,1453677.98,-1.57752959101518,5.93224518744801,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.93224518744801,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,Leg,81,13503.73,1454589.9,1453677.98,-4.67951334062883,5.93224518744801,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.68710860786651,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.68710860786651,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.68710860786651,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,DenseFeathers,224,25956.24,1454589.9,1453677.98,-4.02606724107353,6.68710860786651,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,LowerEyeSpots,484,354602.75,1454589.9,1453677.98,-1.41148113537953,6.68710860786651,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.68710860786651,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.68710860786651,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,LowerFishtail,94,129350.24,1454589.9,1453677.98,-2.4199555201454,6.68710860786651,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.68710860786651,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.87493073085203,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.87493073085203,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.87493073085203,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,DenseFeathers,27,25956.24,1454589.9,1453677.98,-4.02606724107353,5.87493073085203,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,LowerEyeSpots,80,354602.75,1454589.9,1453677.98,-1.41148113537953,5.87493073085203,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,UpperEyeSpots,9,619179.94,1454589.9,1453677.98,-0.854083359096807,5.87493073085203,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,UpperFishtail,56,300350.37,1454589.9,1453677.98,-1.57752959101518,5.87493073085203,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,LowerFishtail,69,129350.24,1454589.9,1453677.98,-2.4199555201454,5.87493073085203,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,Leg,115,13503.73,1454589.9,1453677.98,-4.67951334062883,5.87493073085203,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.03548143252476,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.03548143252476,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.03548143252476,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,DenseFeathers,108,25956.24,1454589.9,1453677.98,-4.02606724107353,6.03548143252476,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,LowerEyeSpots,163,354602.75,1454589.9,1453677.98,-1.41148113537953,6.03548143252476,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.03548143252476,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.03548143252476,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,LowerFishtail,147,129350.24,1454589.9,1453677.98,-2.4199555201454,6.03548143252476,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.03548143252476,61,Directed
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.04025471127741,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.04025471127741,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.04025471127741,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.04025471127741,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,LowerEyeSpots,403,354602.75,1454589.9,1453677.98,-1.41148113537953,6.04025471127741,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.04025471127741,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.04025471127741,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,6.04025471127741,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,Leg,17,13503.73,1454589.9,1453677.98,-4.67951334062883,6.04025471127741,61,NonDirected
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.66949808985788,53,Directed
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.66949808985788,53,Directed
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,Scales,49,4049.94,1454589.9,1453677.98,-5.88377721801282,6.66949808985788,53,Directed
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.66949808985788,53,Directed
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,LowerEyeSpots,537,354602.75,1454589.9,1453677.98,-1.41148113537953,6.66949808985788,53,Directed
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,UpperEyeSpots,26,619179.94,1454589.9,1453677.98,-0.854083359096807,6.66949808985788,53,Directed
