Clip,TotalFrames,TotalGoodFrames,TotalFrontalImageFrames,TotalBackImageFrames,TotalFemaleImageFrames,TotalSelfFrames,TotalEnvirFrames,TotalBadTrackFrames,MaleID,EyeRecord,ROI,Count,PixelSize,TotalPixels,TotalPixelsWithoutHeadCrest,RelativePixelSize,LnTotalFramesImage,OtherMaleID,ClipType
04-11-13_No42_59312,3022,2784,1473,122,55,0,1134,238,42,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,4.00733318523247,46,Directed
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,Leg,139,61304.72,354653,339001.92,-1.75528300830982,4.93447393313069,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,4.93447393313069,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,4.93447393313069,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,4.93447393313069,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,4.93447393313069,46,NonDirected
04-11-13_No42_65260,2183,1970,742,332,139,0,757,213,42,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,4.93447393313069,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,NonDirected
04-11-13_No42_69033,152,152,152,0,0,0,0,0,42,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,NonDirected
04-11-13_No42_71050,475,396,137,0,0,0,259,79,42,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,NonDirected
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,3.43398720448515,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,3.43398720448515,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,3.43398720448515,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,3.43398720448515,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,3.43398720448515,46,Directed
04-11-13_No42_74996,8619,7443,1243,467,31,0,5702,1176,42,L,BrownTail,31,35573.02,354653,339001.92,-2.29955236129199,3.43398720448515,46,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,61,Directed
04-11-13_No59_135576,13,13,13,0,0,0,0,0,59,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,4.33073334028633,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,4.33073334028633,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,4.33073334028633,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,4.33073334028633,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,BrownWingBrownBody,76,117666.78,354653,339001.92,-1.10328311521892,4.33073334028633,61,Directed
04-11-13_No59_138944,808,662,377,0,76,0,209,146,59,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,4.33073334028633,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,61,Directed
04-11-13_No59_39448,2304,1640,802,93,0,0,745,664,59,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,Leg,27,61304.72,354653,339001.92,-1.75528300830982,5.24174701505964,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,WhiteChest,34,59191.14,354653,339001.92,-1.79036797812915,5.24174701505964,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,5.24174701505964,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,5.24174701505964,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,BrownWingBrownBody,128,117666.78,354653,339001.92,-1.10328311521892,5.24174701505964,61,Directed
04-11-13_No59_47075,1536,1212,356,0,189,0,667,324,59,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,5.24174701505964,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,4.38202663467388,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,4.38202663467388,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,GreenNeck,28,65266.26,354653,339001.92,-1.69266463609536,4.38202663467388,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,4.38202663467388,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,BrownWingBrownBody,52,117666.78,354653,339001.92,-1.10328311521892,4.38202663467388,61,Directed
04-11-13_No59_50185,1102,930,418,0,80,0,432,172,59,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,4.38202663467388,61,Directed
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,4.02535169073515,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,4.02535169073515,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,4.02535169073515,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,4.02535169073515,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,4.02535169073515,61,NonDirected
04-11-13_No59_67561,2157,1740,420,117,56,0,1147,417,59,L,BrownTail,56,35573.02,354653,339001.92,-2.29955236129199,4.02535169073515,61,NonDirected
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,4.8283137373023,53,Directed
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,4.8283137373023,53,Directed
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,GreenNeck,48,65266.26,354653,339001.92,-1.69266463609536,4.8283137373023,53,Directed
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,HeadCrest,56,15651.08,354653,339001.92,-3.12059992246667,4.8283137373023,53,Directed
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,BrownWingBrownBody,21,117666.78,354653,339001.92,-1.10328311521892,4.8283137373023,53,Directed
04-11-13_No60_102061,4868,3568,788,81,125,0,2574,1300,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,4.8283137373023,53,Directed
04-11-13_No60_109028,7732,4014,1016,80,121,0,2797,3718,60,L,Leg,33,61304.72,354653,339001.92,-1.75528300830982,4.79579054559674,53,Directed
04-11-13_No60_109028,7732,4014,1016,80,121,0,2797,3718,60,L,WhiteChest,34,59191.14,354653,339001.92,-1.79036797812915,4.79579054559674,53,Directed
04-11-13_No60_109028,7732,4014,1016,80,121,0,2797,3718,60,L,GreenNeck,8,65266.26,354653,339001.92,-1.69266463609536,4.79579054559674,53,Directed
04-11-13_No60_109028,7732,4014,1016,80,121,0,2797,3718,60,L,HeadCrest,46,15651.08,354653,339001.92,-3.12059992246667,4.79579054559674,53,Directed
04-11-13_No60_109028,7732,4014,1016,80,121,0,2797,3718,60,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,4.79579054559674,53,Directed
04-11-13_No60_109028,7732,4014,1016,80,121,0,2797,3718,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,4.79579054559674,53,Directed
04-11-13_No60_118269,5145,3944,781,96,0,53,3014,1201,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,53,Directed
04-11-13_No60_118269,5145,3944,781,96,0,53,3014,1201,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,53,Directed
04-11-13_No60_118269,5145,3944,781,96,0,53,3014,1201,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,53,Directed
04-11-13_No60_118269,5145,3944,781,96,0,53,3014,1201,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,53,Directed
04-11-13_No60_118269,5145,3944,781,96,0,53,3014,1201,60,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,53,Directed
04-11-13_No60_118269,5145,3944,781,96,0,53,3014,1201,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,53,Directed
04-11-13_No60_125497,9061,6151,1394,92,456,0,4209,2910,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,6.12249280951439,53,Directed
04-11-13_No60_125497,9061,6151,1394,92,456,0,4209,2910,60,L,WhiteChest,174,59191.14,354653,339001.92,-1.79036797812915,6.12249280951439,53,Directed
04-11-13_No60_125497,9061,6151,1394,92,456,0,4209,2910,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,6.12249280951439,53,Directed
04-11-13_No60_125497,9061,6151,1394,92,456,0,4209,2910,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,6.12249280951439,53,Directed
04-11-13_No60_125497,9061,6151,1394,92,456,0,4209,2910,60,L,BrownWingBrownBody,224,117666.78,354653,339001.92,-1.10328311521892,6.12249280951439,53,Directed
04-11-13_No60_125497,9061,6151,1394,92,456,0,4209,2910,60,L,BrownTail,58,35573.02,354653,339001.92,-2.29955236129199,6.12249280951439,53,Directed
04-11-13_No60_135083,25,25,25,0,0,0,0,0,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,53,Directed
04-11-13_No60_135083,25,25,25,0,0,0,0,0,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,53,Directed
04-11-13_No60_135083,25,25,25,0,0,0,0,0,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,53,Directed
04-11-13_No60_135083,25,25,25,0,0,0,0,0,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,53,Directed
04-11-13_No60_135083,25,25,25,0,0,0,0,0,60,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,53,Directed
04-11-13_No60_135083,25,25,25,0,0,0,0,0,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,53,Directed
04-11-13_No60_169499,337,229,94,0,41,0,94,108,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,3.71357206670431,53,Directed
04-11-13_No60_169499,337,229,94,0,41,0,94,108,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,3.71357206670431,53,Directed
04-11-13_No60_169499,337,229,94,0,41,0,94,108,60,L,GreenNeck,41,65266.26,354653,339001.92,-1.69266463609536,3.71357206670431,53,Directed
04-11-13_No60_169499,337,229,94,0,41,0,94,108,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,3.71357206670431,53,Directed
04-11-13_No60_169499,337,229,94,0,41,0,94,108,60,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,3.71357206670431,53,Directed
04-11-13_No60_169499,337,229,94,0,41,0,94,108,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,3.71357206670431,53,Directed
04-11-13_No60_171221,6733,4324,655,25,156,0,3488,2409,60,L,Leg,29,61304.72,354653,339001.92,-1.75528300830982,5.04985600724954,53,Directed
04-11-13_No60_171221,6733,4324,655,25,156,0,3488,2409,60,L,WhiteChest,20,59191.14,354653,339001.92,-1.79036797812915,5.04985600724954,53,Directed
04-11-13_No60_171221,6733,4324,655,25,156,0,3488,2409,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,5.04985600724954,53,Directed
04-11-13_No60_171221,6733,4324,655,25,156,0,3488,2409,60,L,HeadCrest,16,15651.08,354653,339001.92,-3.12059992246667,5.04985600724954,53,Directed
04-11-13_No60_171221,6733,4324,655,25,156,0,3488,2409,60,L,BrownWingBrownBody,64,117666.78,354653,339001.92,-1.10328311521892,5.04985600724954,53,Directed
04-11-13_No60_171221,6733,4324,655,25,156,0,3488,2409,60,L,BrownTail,27,35573.02,354653,339001.92,-2.29955236129199,5.04985600724954,53,Directed
04-11-13_No60_178615,7194,4792,581,155,23,0,4033,2402,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,3.13549421592915,53,Directed
04-11-13_No60_178615,7194,4792,581,155,23,0,4033,2402,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,3.13549421592915,53,Directed
04-11-13_No60_178615,7194,4792,581,155,23,0,4033,2402,60,L,GreenNeck,9,65266.26,354653,339001.92,-1.69266463609536,3.13549421592915,53,Directed
04-11-13_No60_178615,7194,4792,581,155,23,0,4033,2402,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,3.13549421592915,53,Directed
04-11-13_No60_178615,7194,4792,581,155,23,0,4033,2402,60,L,BrownWingBrownBody,14,117666.78,354653,339001.92,-1.10328311521892,3.13549421592915,53,Directed
04-11-13_No60_178615,7194,4792,581,155,23,0,4033,2402,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,3.13549421592915,53,Directed
04-11-13_No60_186135,1274,874,49,86,0,0,739,400,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,53,Directed
04-11-13_No60_186135,1274,874,49,86,0,0,739,400,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,53,Directed
04-11-13_No60_186135,1274,874,49,86,0,0,739,400,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,53,Directed
04-11-13_No60_186135,1274,874,49,86,0,0,739,400,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,53,Directed
04-11-13_No60_186135,1274,874,49,86,0,0,739,400,60,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,53,Directed
04-11-13_No60_186135,1274,874,49,86,0,0,739,400,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,53,Directed
04-11-13_No60_193734,6882,4882,880,40,209,0,3753,2000,60,L,Leg,43,61304.72,354653,339001.92,-1.75528300830982,5.34233425196481,53,Directed
04-11-13_No60_193734,6882,4882,880,40,209,0,3753,2000,60,L,WhiteChest,37,59191.14,354653,339001.92,-1.79036797812915,5.34233425196481,53,Directed
04-11-13_No60_193734,6882,4882,880,40,209,0,3753,2000,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,5.34233425196481,53,Directed
04-11-13_No60_193734,6882,4882,880,40,209,0,3753,2000,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,5.34233425196481,53,Directed
04-11-13_No60_193734,6882,4882,880,40,209,0,3753,2000,60,L,BrownWingBrownBody,122,117666.78,354653,339001.92,-1.10328311521892,5.34233425196481,53,Directed
04-11-13_No60_193734,6882,4882,880,40,209,0,3753,2000,60,L,BrownTail,7,35573.02,354653,339001.92,-2.29955236129199,5.34233425196481,53,Directed
04-11-13_No60_201377,7293,5250,1375,132,419,0,3324,2043,60,L,Leg,62,61304.72,354653,339001.92,-1.75528300830982,6.03787091992214,53,Directed
04-11-13_No60_201377,7293,5250,1375,132,419,0,3324,2043,60,L,WhiteChest,11,59191.14,354653,339001.92,-1.79036797812915,6.03787091992214,53,Directed
04-11-13_No60_201377,7293,5250,1375,132,419,0,3324,2043,60,L,GreenNeck,95,65266.26,354653,339001.92,-1.69266463609536,6.03787091992214,53,Directed
04-11-13_No60_201377,7293,5250,1375,132,419,0,3324,2043,60,L,HeadCrest,55,15651.08,354653,339001.92,-3.12059992246667,6.03787091992214,53,Directed
04-11-13_No60_201377,7293,5250,1375,132,419,0,3324,2043,60,L,BrownWingBrownBody,55,117666.78,354653,339001.92,-1.10328311521892,6.03787091992214,53,Directed
04-11-13_No60_201377,7293,5250,1375,132,419,0,3324,2043,60,L,BrownTail,141,35573.02,354653,339001.92,-2.29955236129199,6.03787091992214,53,Directed
04-11-13_No60_216754,6534,4503,929,202,337,0,3035,2031,60,L,Leg,15,61304.72,354653,339001.92,-1.75528300830982,5.82008293035236,53,Directed
04-11-13_No60_216754,6534,4503,929,202,337,0,3035,2031,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,5.82008293035236,53,Directed
04-11-13_No60_216754,6534,4503,929,202,337,0,3035,2031,60,L,GreenNeck,149,65266.26,354653,339001.92,-1.69266463609536,5.82008293035236,53,Directed
04-11-13_No60_216754,6534,4503,929,202,337,0,3035,2031,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,5.82008293035236,53,Directed
04-11-13_No60_216754,6534,4503,929,202,337,0,3035,2031,60,L,BrownWingBrownBody,173,117666.78,354653,339001.92,-1.10328311521892,5.82008293035236,53,Directed
04-11-13_No60_216754,6534,4503,929,202,337,0,3035,2031,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,5.82008293035236,53,Directed
04-11-13_No60_224111,7222,5153,1251,30,447,0,3425,2069,60,L,Leg,41,61304.72,354653,339001.92,-1.75528300830982,6.10255859461357,53,Directed
04-11-13_No60_224111,7222,5153,1251,30,447,0,3425,2069,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,6.10255859461357,53,Directed
04-11-13_No60_224111,7222,5153,1251,30,447,0,3425,2069,60,L,GreenNeck,68,65266.26,354653,339001.92,-1.69266463609536,6.10255859461357,53,Directed
04-11-13_No60_224111,7222,5153,1251,30,447,0,3425,2069,60,L,HeadCrest,17,15651.08,354653,339001.92,-3.12059992246667,6.10255859461357,53,Directed
04-11-13_No60_224111,7222,5153,1251,30,447,0,3425,2069,60,L,BrownWingBrownBody,157,117666.78,354653,339001.92,-1.10328311521892,6.10255859461357,53,Directed
04-11-13_No60_224111,7222,5153,1251,30,447,0,3425,2069,60,L,BrownTail,164,35573.02,354653,339001.92,-2.29955236129199,6.10255859461357,53,Directed
04-11-13_No60_231828,6223,5002,758,266,236,0,3742,1221,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,5.46383180502561,53,Directed
04-11-13_No60_231828,6223,5002,758,266,236,0,3742,1221,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,5.46383180502561,53,Directed
04-11-13_No60_231828,6223,5002,758,266,236,0,3742,1221,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,5.46383180502561,53,Directed
04-11-13_No60_231828,6223,5002,758,266,236,0,3742,1221,60,L,HeadCrest,36,15651.08,354653,339001.92,-3.12059992246667,5.46383180502561,53,Directed
04-11-13_No60_231828,6223,5002,758,266,236,0,3742,1221,60,L,BrownWingBrownBody,126,117666.78,354653,339001.92,-1.10328311521892,5.46383180502561,53,Directed
04-11-13_No60_231828,6223,5002,758,266,236,0,3742,1221,60,L,BrownTail,74,35573.02,354653,339001.92,-2.29955236129199,5.46383180502561,53,Directed
04-11-13_No60_239565,769,550,180,0,0,0,370,219,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,53,Directed
04-11-13_No60_239565,769,550,180,0,0,0,370,219,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,53,Directed
04-11-13_No60_239565,769,550,180,0,0,0,370,219,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,53,Directed
04-11-13_No60_239565,769,550,180,0,0,0,370,219,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,53,Directed
04-11-13_No60_239565,769,550,180,0,0,0,370,219,60,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,53,Directed
04-11-13_No60_239565,769,550,180,0,0,0,370,219,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,53,Directed
04-11-13_No60_315407,1196,922,266,154,0,0,502,274,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,53,Directed
04-11-13_No60_315407,1196,922,266,154,0,0,502,274,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,53,Directed
04-11-13_No60_315407,1196,922,266,154,0,0,502,274,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,53,Directed
04-11-13_No60_315407,1196,922,266,154,0,0,502,274,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,53,Directed
04-11-13_No60_315407,1196,922,266,154,0,0,502,274,60,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,53,Directed
04-11-13_No60_315407,1196,922,266,154,0,0,502,274,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,53,Directed
04-11-13_No60_338491,1352,1206,355,51,0,0,800,146,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,53,Directed
04-11-13_No60_338491,1352,1206,355,51,0,0,800,146,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,53,Directed
04-11-13_No60_338491,1352,1206,355,51,0,0,800,146,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,53,Directed
04-11-13_No60_338491,1352,1206,355,51,0,0,800,146,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,53,Directed
04-11-13_No60_338491,1352,1206,355,51,0,0,800,146,60,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,53,Directed
04-11-13_No60_338491,1352,1206,355,51,0,0,800,146,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,53,Directed
04-11-13_No60_347001,278,228,42,0,0,0,186,50,60,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,53,Directed
04-11-13_No60_347001,278,228,42,0,0,0,186,50,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,53,Directed
04-11-13_No60_347001,278,228,42,0,0,0,186,50,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,53,Directed
04-11-13_No60_347001,278,228,42,0,0,0,186,50,60,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,53,Directed
04-11-13_No60_347001,278,228,42,0,0,0,186,50,60,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,53,Directed
04-11-13_No60_347001,278,228,42,0,0,0,186,50,60,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,53,Directed
04-11-13_No60_87846,6086,4042,391,471,140,0,3040,2044,60,L,Leg,14,61304.72,354653,339001.92,-1.75528300830982,4.9416424226093,53,Directed
04-11-13_No60_87846,6086,4042,391,471,140,0,3040,2044,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,4.9416424226093,53,Directed
04-11-13_No60_87846,6086,4042,391,471,140,0,3040,2044,60,L,GreenNeck,8,65266.26,354653,339001.92,-1.69266463609536,4.9416424226093,53,Directed
04-11-13_No60_87846,6086,4042,391,471,140,0,3040,2044,60,L,HeadCrest,12,15651.08,354653,339001.92,-3.12059992246667,4.9416424226093,53,Directed
04-11-13_No60_87846,6086,4042,391,471,140,0,3040,2044,60,L,BrownWingBrownBody,52,117666.78,354653,339001.92,-1.10328311521892,4.9416424226093,53,Directed
04-11-13_No60_87846,6086,4042,391,471,140,0,3040,2044,60,L,BrownTail,54,35573.02,354653,339001.92,-2.29955236129199,4.9416424226093,53,Directed
04-11-13_No60_94732,5550,4373,244,494,175,0,3460,1177,60,L,Leg,45,61304.72,354653,339001.92,-1.75528300830982,5.16478597392351,53,Directed
04-11-13_No60_94732,5550,4373,244,494,175,0,3460,1177,60,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,5.16478597392351,53,Directed
04-11-13_No60_94732,5550,4373,244,494,175,0,3460,1177,60,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,5.16478597392351,53,Directed
04-11-13_No60_94732,5550,4373,244,494,175,0,3460,1177,60,L,HeadCrest,27,15651.08,354653,339001.92,-3.12059992246667,5.16478597392351,53,Directed
