Clip,TotalFrames,TotalGoodFrames,TotalFrontalImageFrames,TotalBackImageFrames,TotalFemaleImageFrames,TotalSelfFrames,TotalEnvirFrames,TotalBadTrackFrames,MaleID,EyeRecord,ROI,Count,PixelSize,TotalPixels,TotalPixelsWithoutHeadCrest,RelativePixelSize,LnTotalFramesImage,OtherMaleID,ClipType
04-17-13_No61_289975,701,639,591,0,0,0,48,62,61,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,NonDirected
04-17-13_No61_289975,701,639,591,0,0,0,48,62,61,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,NonDirected
04-17-13_No61_289975,701,639,591,0,0,0,48,62,61,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,NonDirected
04-17-13_No61_289975,701,639,591,0,0,0,48,62,61,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,NonDirected
04-17-13_No61_289975,701,639,591,0,0,0,48,62,61,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,NonDirected
04-17-13_No61_289975,701,639,591,0,0,0,48,62,61,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,NonDirected
04-17-13_No61_295073,717,492,145,0,0,0,347,225,61,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,NonDirected
04-17-13_No61_295073,717,492,145,0,0,0,347,225,61,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,NonDirected
04-17-13_No61_295073,717,492,145,0,0,0,347,225,61,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,NonDirected
04-17-13_No61_295073,717,492,145,0,0,0,347,225,61,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,NonDirected
04-17-13_No61_295073,717,492,145,0,0,0,347,225,61,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,NonDirected
04-17-13_No61_295073,717,492,145,0,0,0,347,225,61,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,NonDirected
04-17-13_No75_203720,1762,1401,655,158,0,0,588,361,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,Directed
04-17-13_No75_203720,1762,1401,655,158,0,0,588,361,75,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,Directed
04-17-13_No75_203720,1762,1401,655,158,0,0,588,361,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,Directed
04-17-13_No75_203720,1762,1401,655,158,0,0,588,361,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,Directed
04-17-13_No75_203720,1762,1401,655,158,0,0,588,361,75,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,Directed
04-17-13_No75_203720,1762,1401,655,158,0,0,588,361,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,Directed
04-17-13_No75_2256126,4112,2647,1419,211,376,0,641,1465,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,5.92958914338989,46,Directed
04-17-13_No75_2256126,4112,2647,1419,211,376,0,641,1465,75,L,WhiteChest,11,59191.14,354653,339001.92,-1.79036797812915,5.92958914338989,46,Directed
04-17-13_No75_2256126,4112,2647,1419,211,376,0,641,1465,75,L,GreenNeck,134,65266.26,354653,339001.92,-1.69266463609536,5.92958914338989,46,Directed
04-17-13_No75_2256126,4112,2647,1419,211,376,0,641,1465,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,5.92958914338989,46,Directed
04-17-13_No75_2256126,4112,2647,1419,211,376,0,641,1465,75,L,BrownWingBrownBody,219,117666.78,354653,339001.92,-1.10328311521892,5.92958914338989,46,Directed
04-17-13_No75_2256126,4112,2647,1419,211,376,0,641,1465,75,L,BrownTail,12,35573.02,354653,339001.92,-2.29955236129199,5.92958914338989,46,Directed
04-17-13_No75_226362,451,445,291,0,154,0,0,6,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,5.03695260241363,46,Directed
04-17-13_No75_226362,451,445,291,0,154,0,0,6,75,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,5.03695260241363,46,Directed
04-17-13_No75_226362,451,445,291,0,154,0,0,6,75,L,GreenNeck,99,65266.26,354653,339001.92,-1.69266463609536,5.03695260241363,46,Directed
04-17-13_No75_226362,451,445,291,0,154,0,0,6,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,5.03695260241363,46,Directed
04-17-13_No75_226362,451,445,291,0,154,0,0,6,75,L,BrownWingBrownBody,55,117666.78,354653,339001.92,-1.10328311521892,5.03695260241363,46,Directed
04-17-13_No75_226362,451,445,291,0,154,0,0,6,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,5.03695260241363,46,Directed
04-17-13_No75_230316,882,758,560,0,0,0,198,124,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,NonDirected
04-17-13_No75_230316,882,758,560,0,0,0,198,124,75,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,NonDirected
04-17-13_No75_230316,882,758,560,0,0,0,198,124,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,NonDirected
04-17-13_No75_230316,882,758,560,0,0,0,198,124,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,NonDirected
04-17-13_No75_230316,882,758,560,0,0,0,198,124,75,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,NonDirected
04-17-13_No75_230316,882,758,560,0,0,0,198,124,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,NonDirected
04-17-13_No75_239156,5321,4035,2594,23,167,0,1251,1286,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,5.11799381241676,46,Directed
04-17-13_No75_239156,5321,4035,2594,23,167,0,1251,1286,75,L,WhiteChest,21,59191.14,354653,339001.92,-1.79036797812915,5.11799381241676,46,Directed
04-17-13_No75_239156,5321,4035,2594,23,167,0,1251,1286,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,5.11799381241676,46,Directed
04-17-13_No75_239156,5321,4035,2594,23,167,0,1251,1286,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,5.11799381241676,46,Directed
04-17-13_No75_239156,5321,4035,2594,23,167,0,1251,1286,75,L,BrownWingBrownBody,146,117666.78,354653,339001.92,-1.10328311521892,5.11799381241676,46,Directed
04-17-13_No75_239156,5321,4035,2594,23,167,0,1251,1286,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,5.11799381241676,46,Directed
04-17-13_No75_268350,7151,5754,1545,2297,20,0,1892,1397,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,2.99573227355399,46,NonDirected
04-17-13_No75_268350,7151,5754,1545,2297,20,0,1892,1397,75,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,2.99573227355399,46,NonDirected
04-17-13_No75_268350,7151,5754,1545,2297,20,0,1892,1397,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,2.99573227355399,46,NonDirected
04-17-13_No75_268350,7151,5754,1545,2297,20,0,1892,1397,75,L,HeadCrest,20,15651.08,354653,339001.92,-3.12059992246667,2.99573227355399,46,NonDirected
04-17-13_No75_268350,7151,5754,1545,2297,20,0,1892,1397,75,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,2.99573227355399,46,NonDirected
04-17-13_No75_268350,7151,5754,1545,2297,20,0,1892,1397,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,2.99573227355399,46,NonDirected
04-17-13_No75_275645,6541,5207,2272,770,0,75,2090,1334,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,NonDirected
04-17-13_No75_275645,6541,5207,2272,770,0,75,2090,1334,75,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,NonDirected
04-17-13_No75_275645,6541,5207,2272,770,0,75,2090,1334,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,NonDirected
04-17-13_No75_275645,6541,5207,2272,770,0,75,2090,1334,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,NonDirected
04-17-13_No75_275645,6541,5207,2272,770,0,75,2090,1334,75,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,NonDirected
04-17-13_No75_275645,6541,5207,2272,770,0,75,2090,1334,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,NonDirected
04-17-13_No75_282835,268,237,237,0,0,0,0,31,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,Directed
04-17-13_No75_282835,268,237,237,0,0,0,0,31,75,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,Directed
04-17-13_No75_282835,268,237,237,0,0,0,0,31,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,Directed
04-17-13_No75_282835,268,237,237,0,0,0,0,31,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,Directed
04-17-13_No75_282835,268,237,237,0,0,0,0,31,75,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,Directed
04-17-13_No75_282835,268,237,237,0,0,0,0,31,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,Directed
04-17-13_No75_291429,6634,5368,2322,1159,185,70,1632,1266,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,5.22035582507832,46,Directed
04-17-13_No75_291429,6634,5368,2322,1159,185,70,1632,1266,75,L,WhiteChest,86,59191.14,354653,339001.92,-1.79036797812915,5.22035582507832,46,Directed
04-17-13_No75_291429,6634,5368,2322,1159,185,70,1632,1266,75,L,GreenNeck,47,65266.26,354653,339001.92,-1.69266463609536,5.22035582507832,46,Directed
04-17-13_No75_291429,6634,5368,2322,1159,185,70,1632,1266,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,5.22035582507832,46,Directed
04-17-13_No75_291429,6634,5368,2322,1159,185,70,1632,1266,75,L,BrownWingBrownBody,52,117666.78,354653,339001.92,-1.10328311521892,5.22035582507832,46,Directed
04-17-13_No75_291429,6634,5368,2322,1159,185,70,1632,1266,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,5.22035582507832,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,Leg,172,61304.72,354653,339001.92,-1.75528300830982,6.13122648948314,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,WhiteChest,123,59191.14,354653,339001.92,-1.79036797812915,6.13122648948314,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,6.13122648948314,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,HeadCrest,138,15651.08,354653,339001.92,-3.12059992246667,6.13122648948314,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,BrownWingBrownBody,27,117666.78,354653,339001.92,-1.10328311521892,6.13122648948314,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,6.13122648948314,46,Directed
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,NonDirected
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,5.59471137960184,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,WhiteChest,17,59191.14,354653,339001.92,-1.79036797812915,5.59471137960184,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,GreenNeck,13,65266.26,354653,339001.92,-1.69266463609536,5.59471137960184,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,5.59471137960184,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,BrownWingBrownBody,233,117666.78,354653,339001.92,-1.10328311521892,5.59471137960184,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,BrownTail,6,35573.02,354653,339001.92,-2.29955236129199,5.59471137960184,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,Leg,0,61304.72,354653,339001.92,-1.75528300830982,4.02535169073515,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,WhiteChest,56,59191.14,354653,339001.92,-1.79036797812915,4.02535169073515,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,4.02535169073515,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,4.02535169073515,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,4.02535169073515,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,4.02535169073515,46,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,Leg,111,61304.72,354653,339001.92,-1.75528300830982,4.70953020131233,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,4.70953020131233,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,4.70953020131233,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,4.70953020131233,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,4.70953020131233,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,4.70953020131233,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,61,Directed
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,61,NonDirected
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,Leg,129,61304.72,354653,339001.92,-1.75528300830982,6.07073772800249,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,WhiteChest,10,59191.14,354653,339001.92,-1.79036797812915,6.07073772800249,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,GreenNeck,50,65266.26,354653,339001.92,-1.69266463609536,6.07073772800249,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,6.07073772800249,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,BrownWingBrownBody,229,117666.78,354653,339001.92,-1.10328311521892,6.07073772800249,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,BrownTail,15,35573.02,354653,339001.92,-2.29955236129199,6.07073772800249,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,61,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,Leg,0,61304.72,354653,339001.92,-1.75528300830982,4.78749174278205,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,WhiteChest,7,59191.14,354653,339001.92,-1.79036797812915,4.78749174278205,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,GreenNeck,38,65266.26,354653,339001.92,-1.69266463609536,4.78749174278205,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,HeadCrest,22,15651.08,354653,339001.92,-3.12059992246667,4.78749174278205,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,BrownWingBrownBody,53,117666.78,354653,339001.92,-1.10328311521892,4.78749174278205,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,4.78749174278205,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,Leg,39,61304.72,354653,339001.92,-1.75528300830982,5.24174701505964,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,WhiteChest,7,59191.14,354653,339001.92,-1.79036797812915,5.24174701505964,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,5.24174701505964,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,HeadCrest,6,15651.08,354653,339001.92,-3.12059992246667,5.24174701505964,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,BrownWingBrownBody,44,117666.78,354653,339001.92,-1.10328311521892,5.24174701505964,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,BrownTail,93,35573.02,354653,339001.92,-2.29955236129199,5.24174701505964,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,Leg,0,61304.72,354653,339001.92,-1.75528300830982,,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,BrownWingBrownBody,0,117666.78,354653,339001.92,-1.10328311521892,,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,Leg,0,61304.72,354653,339001.92,-1.75528300830982,4.55387689160054,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,4.55387689160054,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,GreenNeck,7,65266.26,354653,339001.92,-1.69266463609536,4.55387689160054,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,4.55387689160054,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,BrownWingBrownBody,26,117666.78,354653,339001.92,-1.10328311521892,4.55387689160054,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,BrownTail,62,35573.02,354653,339001.92,-2.29955236129199,4.55387689160054,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,Leg,0,61304.72,354653,339001.92,-1.75528300830982,5.35185813347607,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,5.35185813347607,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,5.35185813347607,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,5.35185813347607,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,BrownWingBrownBody,211,117666.78,354653,339001.92,-1.10328311521892,5.35185813347607,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,5.35185813347607,53,Directed
04-19-13_No75_149749,413,365,188,0,116,0,61,48,75,R,Leg,0,61304.72,354653,339001.92,-1.75528300830982,4.75359019110636,53,Directed
04-19-13_No75_149749,413,365,188,0,116,0,61,48,75,R,WhiteChest,0,59191.14,354653,339001.92,-1.79036797812915,4.75359019110636,53,Directed
04-19-13_No75_149749,413,365,188,0,116,0,61,48,75,R,GreenNeck,0,65266.26,354653,339001.92,-1.69266463609536,4.75359019110636,53,Directed
04-19-13_No75_149749,413,365,188,0,116,0,61,48,75,R,HeadCrest,0,15651.08,354653,339001.92,-3.12059992246667,4.75359019110636,53,Directed
04-19-13_No75_149749,413,365,188,0,116,0,61,48,75,R,BrownWingBrownBody,116,117666.78,354653,339001.92,-1.10328311521892,4.75359019110636,53,Directed
04-19-13_No75_149749,413,365,188,0,116,0,61,48,75,R,BrownTail,0,35573.02,354653,339001.92,-2.29955236129199,4.75359019110636,53,Directed
